7018	71.51347583
7068	68.29179321
7098	79.75798802
7102	76.33393491
7128	65.65106763
7129	84.7865944
7153	76.62621388
7257	78.52864168
7325	72.85550363
7327	72.33163643
7356	67.21451347
7364	59.14022238
7369	70.49385944
7371	78.27396008
7399	78.27220926
7428	77.94622806
7440	80.2479531
7442	79.4286334
7454	75.2078069
7484	77.944074
7565	74.85328315
7587	78.10007289
7619	71.15447457
7668	65.87347264
7675	77.95730693
7676	80.96644417
7678	78.28321243
7688	74.65968629
7694	83.32379491
7738	80.75283162
7865	77.98047329
7885	78.29019226
7888	79.34580436
7893	79.02049755
8056	76.44197988
8086	80.27631163
8293	78.81526181
8484	80.98889315
8488	76.88038454
8528	76.66966076
8558	73.82750881
8564	73.25955027
8566	80.55187113
8588	80.32182722
8668	72.30675453
8718	77.77038664
8722	78.07336979
8728	80.39615866
8753	74.95161423
8778	77.71280997
8784	80.92276946
8802	79.98893396
8876	77.3239176
8907	76.50175309
8973	77.57769629
9060	73.1956926
9128	78.52989282
9194	76.52897339
9198	81.63649643
9226	76.79539091
9234	79.88048407
9238	72.31137194
9240	76.46855632
9242	74.41055818
9244	75.37357976
9298	80.07610829
9306	80.50515287
9322	80.130456
9334	76.98045773
9336	73.56452483
9338	76.84074905
9342	76.67009144
9352	88.34400316
9418	76.76864392
9427	82.06764409
9428	81.05623415
9435	74.86605069
9458	73.42212984
9478	79.45898665
9480	84.17874179
9488	79.87319961
9496	73.60074103
9514	78.85616377
9576	85.61282183
9584	78.1044071
9626	76.12051319
9694	79.60428252
9696	85.13223003
9729	77.36476243
9758	84.86475355
9764	79.7005541
9786	81.15837245
9789	81.86630657
9818	84.30242342
9855	70.15080599
9940	74.9447484
9952	85.05888882
9960	74.11362212
10082	65.59032608
10098	79.452691
10106	74.8638586
10166	70.32740298
10310	75.33061163
10314	79.52392072
10320	81.10883226
10438	78.55270487
10531	72.71367494
10608	78.90479879
10661	61.61091116
10680	77.36006814
10686	84.19202641
10698	85.82970378
10710	75.83664747
10722	68.79568451
10740	68.82077997
10744	76.56044254
10746	76.59199208
10838	79.69144754
10851	81.933121
10905	78.48153925
10949	68.29498678
10971	80.61207217
10977	81.77405202
10988	83.46615612
11038	84.71803467
11054	83.02438628
11169	82.69728382
11173	85.89581929
11210	86.50837121
11222	82.21233116
11242	76.994881
11438	77.20145585
11508	85.48303756
11828	61.67938188
12228	62.33493053
12376	51.60838759
12392	63.91106607
12394	73.85094433
12444	78.10336677
12472	85.78460816
12488	86.60309611
12686	69.0664139
12764	79.36162156
12766	62.66135575
12796	69.91700094
12826	76.7639718
12886	84.65571013
12888	65.70701657
12890	79.30089624
12892	68.33391648
12894	75.93572335
12900	49.96145095
12904	66.7764646
12912	63.73266704
12916	59.94248111
12926	57.95731878
12928	64.65510055
12934	46.12277309
12938	63.96465885
12942	77.71933815
12954	68.55679901
12956	61.47624988
12960	65.62419207
12966	53.64342723
13008	53.86284982
13010	53.19301591
13018	67.44034681
13036	77.08665359
13042	60.99851615
13044	69.50585549
13046	55.74325099
13066	75.29773576
13072	66.26463561
13074	71.39098714
13078	58.69733734
13080	66.33963088
13088	71.84389124
13090	62.33038179
13094	58.33324424
13096	61.26687499
13146	68.53306361
13252	67.31868056
13258	72.74380103
13282	52.03420742
13298	56.07426382
13364	47.78863519
13372	62.0621784
13430	63.71256646
13438	59.87140845
13504	57.91740397
13508	82.18284079
13741	53.09711091
13763	47.05987928
13839	72.2191575
14366	72.83899662
14374	71.11835224
14398	73.2164584
14436	76.72382358
14442	82.51256761
14444	77.90354767
14466	74.04301647
14482	83.13179017
14528	78.35756464
14538	74.39547694
14546	71.63846875
14606	72.53210817
14618	71.75395394
14626	67.72406894
14630	55.60589812
14676	44.5691353
14696	60.01085006
14700	72.23103725
14716	67.79702621
14740	64.15853703
14744	67.10166009
14750	71.32432165
14756	62.53418724
14760	69.98430781
14776	66.7176205
14786	64.97351514
18316	49.09607914
18324	55.40348694
18330	45.74347541
18344	50.49216048
18392	53.8156512
18430	51.78383485
18468	71.80728713
18524	45.733153
18608	64.36667683
18616	47.59066714
18708	67.91560585
18718	73.4418369
18726	66.45493735
18764	64.26144974
18768	58.14714969
18782	61.48800798
18790	63.48575852
18844	67.70757464
18894	79.39388061
18898	54.76801104
19008	60.19106188
19018	62.65375045
19062	51.50848993
19078	71.47509359
19142	52.25835721
19146	56.31117375
19176	54.03886699
19202	62.4411515
19212	62.56168578
19214	66.50538987
19234	74.44328497
19258	73.31971721
19298	65.16608632
19304	45.88127824
19316	72.66225899
19362	52.19414092
19366	51.29859546
19390	48.63788633
19442	56.28791691
